248,250,220,12580.5
246,248,219,12499.0
248,250,220,12469.5
248,251,220,12480.5
248,250,220,12269.0
249,251,214,12840.0
249,251,213,12822.0
249,251,212,12996.5
249,252,209,13151.0
249,252,209,13218.5
249,252,209,13273.5
249,251,208,13385.5
249,251,208,13501.0
249,251,207,13627.5
249,251,208,13695.0
249,251,208,13817.5
249,251,208,13948.0
249,252,209,14049.5
249,252,209,14155.5
249,252,209,14146.5
249,252,211,14942.0
249,252,211,13759.0
249,252,207,12543.0
248,251,203,11250.5
248,251,198,10150.5
240,243,216,10001.5
238,241,216,10636.0
238,241,215,11268.0
244,247,218,12049.5
238,241,214,12720.0
237,240,214,13277.0
240,243,215,13776.5
241,245,215,13289.0
242,245,215,13150.0
241,245,215,13137.0
241,245,215,13159.5
246,249,217,13239.0
246,249,215,13256.0
246,249,216,13208.0
245,249,215,13218.0
246,250,216,13306.0
246,250,216,13318.0
246,250,215,13289.0
245,249,215,13287.5
245,249,215,13357.5
246,250,215,13425.5
246,250,215,13334.5
246,250,215,13379.5
245,248,215,13410.0
246,250,216,13497.5
246,250,216,13565.5
247,250,216,13480.0
247,250,217,13435.0
246,250,217,13416.5
247,250,217,13542.5
247,250,217,13510.5
247,250,218,13577.5
247,250,218,13496.0
248,251,213,14026.5
248,251,212,14104.0
248,251,213,14230.0
248,252,210,14399.0
248,252,209,14473.0
248,252,209,14603.5
248,252,209,14655.0
248,251,208,14702.5
248,251,208,14924.0
248,251,208,14943.5
248,251,208,15088.5
248,252,208,15183.5
248,251,208,15696.0
248,251,208,15317.5
248,251,210,14511.5
247,251,211,13729.0
247,250,211,12959.5
246,250,211,12177.5
245,249,211,11228.5
244,249,211,10207.0
251,244,200,10564.5
250,243,202,11338.5
249,243,205,12211.5
249,243,202,12949.0
249,243,201,12290.0
249,243,201,12303.0
250,243,200,12071.5
248,242,202,11961.0
248,243,200,11974.0
249,245,203,11912.5
249,245,203,11855.0
249,245,203,11905.5
249,244,202,11935.0
248,244,202,11929.0
248,244,201,11849.5
249,244,203,11889.0
249,244,203,11878.5
248,243,201,11950.0
248,243,202,11932.0
248,244,205,11904.0
246,242,206,11918.0
246,242,205,11983.5
245,242,205,11922.0
246,242,204,11861.0
246,243,204,11919.5
246,242,202,12006.0
245,242,205,12050.5
246,243,205,12025.5
246,242,204,11978.5
246,242,202,12109.0
246,242,202,12023.0
246,243,202,11980.5
245,242,202,11992.5
246,242,201,12198.5
247,242,199,12291.5
247,242,198,12281.5
245,239,198,12294.0
237,232,194,12447.0
236,232,192,12632.0
236,231,191,12742.0
230,226,190,12751.5
220,217,187,12912.5
216,214,185,13115.5
207,205,183,13298.5
201,201,181,13284.5
194,195,179,13397.5
191,192,178,13926.0
191,193,177,13789.5
185,187,176,12736.0
180,182,174,11621.0
176,179,172,10630.5
232,228,205,10095.0
229,225,204,10727.0
228,225,205,11330.0
234,231,209,11735.0
238,235,210,12006.0
241,238,215,11479.5
242,240,216,11581.5
243,239,215,11642.5
243,240,216,11684.5
244,241,216,11593.0
246,243,216,11698.5
246,244,218,11979.0
247,245,216,11897.5
248,245,217,12062.0
248,245,217,11857.5
248,246,216,11966.5
247,245,215,12154.0
247,245,214,12184.5
247,245,214,12194.0
247,245,214,12216.0
247,245,214,12334.5
247,245,213,12303.5
247,245,213,12317.5
247,245,212,12342.5
247,246,212,12384.0
246,245,211,12428.0
246,245,213,12417.0
247,246,213,12467.0
246,245,213,12521.0
246,245,215,12458.0
246,245,215,12480.5
246,246,214,12543.0
246,246,213,12440.0
246,246,214,12510.0
246,246,213,12448.5
246,245,214,13010.0
246,245,214,13090.0
245,244,214,13146.0
245,244,214,13301.5
245,244,214,13459.0
245,244,215,13507.5
245,244,214,13606.0
245,244,214,13666.5
245,244,214,13817.5
245,244,213,13968.5
245,244,213,14411.5
245,244,214,13698.5
244,243,215,12952.5
244,243,215,12304.0
244,242,215,11431.5
243,242,215,10491.0
243,219,204,10622.5
244,226,213,14198.0
244,226,211,13928.0
243,224,210,13716.0
243,224,210,13485.5
244,227,205,11702.5
244,227,205,12318.5
244,228,205,12542.5
244,227,203,13010.0
245,227,204,14723.5
245,226,201,13181.5
244,222,199,12668.0
244,220,197,12254.0
243,218,198,11542.5
245,236,219,10993.0
246,236,219,12096.0
245,236,219,11933.0
244,236,218,11674.0
241,233,216,11543.0
233,227,211,11342.0
229,223,208,11350.5
227,222,207,11276.5
232,225,209,11291.5
231,224,209,11294.5
230,224,209,11081.5
232,225,210,11127.0
231,225,210,11122.0
235,228,210,10835.5
236,228,211,10827.5
236,229,213,10751.5
234,229,213,10337.0
237,231,214,10243.0
236,230,215,10158.5
236,230,215,10028.5
245,239,212,11280.0
244,238,211,11459.0
244,238,211,11431.5
245,239,211,11404.0
245,239,212,11738.0
245,239,212,11041.5
245,239,212,11791.0
245,239,211,12154.0
245,238,210,12401.0
244,238,208,15429.0
241,234,215,13925.0
238,230,210,12871.5
235,225,208,12072.5
230,218,215,10417.5
244,227,201,12307.5
245,226,200,12304.5
245,227,202,12518.0
245,228,203,12720.5
245,229,202,13021.0
246,229,202,13215.0
245,231,205,12495.0
249,249,216,10978.0
249,249,216,12005.5
249,249,217,12969.0
249,248,214,13857.0
249,249,214,13259.5
249,249,213,13286.0
249,249,212,13156.5
249,249,212,13035.0
250,249,211,12982.5
249,249,211,12930.0
249,249,211,12931.5
249,249,212,12916.0
250,249,212,12791.5
249,249,212,12721.5
250,249,214,12675.5
250,250,215,12669.0
250,250,216,12638.0
250,250,216,12456.0
250,250,217,12444.0
250,250,217,12523.0
250,250,218,12396.0
250,250,220,12376.5
250,250,221,12235.5
250,250,220,12330.5
250,251,220,12129.0
250,251,222,12217.0
249,250,221,12210.5
250,250,221,12179.0
250,250,221,12204.5
251,252,210,12802.5
251,251,208,13008.0
251,251,207,12990.0
251,252,202,13118.0
252,252,200,13281.0
252,252,200,13469.0
252,252,200,13415.0
252,252,201,13473.5
252,252,199,13596.0
252,252,201,13723.0
252,252,201,13658.0
252,252,202,13703.0
252,252,203,13834.5
252,252,200,14172.0
252,252,206,12956.0
252,252,208,11774.0
252,252,207,10610.0
246,246,216,10039.5
245,245,214,10772.0
246,245,213,11612.0
246,245,212,12330.0
246,246,212,13213.0
246,246,211,14027.0
246,246,211,13861.5
246,246,210,13805.0
247,247,210,13805.5
247,247,212,13809.0
247,247,212,13805.5
248,247,211,13761.0
248,248,209,13727.5
249,248,210,13729.5
249,249,211,13740.5
249,249,212,13556.0
250,249,213,13547.5
250,249,214,13544.5
250,250,215,13483.5
250,250,215,13381.5
250,250,216,13457.5
250,250,217,13412.5
250,250,217,13331.5
250,250,218,13031.5
250,250,219,12300.0
250,250,218,12406.0
250,250,218,12495.5
251,250,207,13978.0
251,250,206,14086.0
251,250,205,14113.5
251,250,197,14557.5
251,250,196,14717.0
251,250,195,14796.0
250,250,191,14990.5
250,250,191,15119.0
250,250,189,15199.0
251,250,189,15305.0
251,250,188,15421.5
251,250,187,15448.5
251,250,191,15379.0
250,250,191,16171.0
251,250,190,15435.5
251,250,194,14201.0
250,250,194,13272.5
250,249,195,12260.0
249,249,198,11187.0
